,Unnamed:_0,Project_Name,Address,No._of_Units,Area_(sqm),Type_of_Area,Transacted_Price_($),Nett_Price($),Unit_Price_($_psm),Unit_Price_($_psf),Sale_Date,Property_Type,Tenure,Completion_Date,Type_of_Sale,Purchaser_Address_Indicator,Postal_District,Postal_Sector,Postal_Code,Planning_Region,Planning_Area,country,city,full_address,gcode,address,room_num,lat,long
807,808,REFLECTIONS AT KEPPEL BAY,7 Keppel Bay View  #02-26,1,98,Strata,1550000.0,-,15816,1469,03-SEP-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,Private,4,9,98405,Central Region,Bukit Merah,Singapore,Singapore,"7 Keppel Bay View  ,Singapore","7, Keppel Bay View, Reflections At Keppel Bay, Bukit Merah, Singapore, Central, 098405, Singapore",7 Keppel Bay View  ,02-26,1.2667997500000001,103.81324088558637
808,809,TREASURE AT TAMPINES,7 Tampines Lane  #03-29,1,55,Strata,843000.0,-,15327,1424,03-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528487,East Region,Tampines,Singapore,Singapore,"7 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",7 Tampines Lane  ,03-29,1.3546528,103.9435712
809,810,EIGHT COURTYARDS,6 Canberra Drive  #06-07,1,92,Strata,940000.0,-,10217,949,03-SEP-2020,Condominium,99 Yrs From 20/09/2010,2014,Resale,HDB,27,76,768140,North Region,Yishun,Singapore,Singapore,"6 Canberra Drive  ,Singapore","Canberra Drive, Sembawang, Northwest, 768080, Singapore",6 Canberra Drive  ,06-07,1.4447442,103.8270731
810,811,CARISSA PARK CONDOMINIUM,4 Flora Drive  #04-64,1,60,Strata,630000.0,-,10500,975,03-SEP-2020,Condominium,Freehold,2001,Resale,Private,17,50,507026,East Region,Pasir Ris,Singapore,Singapore,"4 Flora Drive  ,Singapore","Flora Drive, Changi, Southeast, 509733, Singapore",4 Flora Drive  ,04-64,1.3593443,103.9648774
811,812,SPRINGDALE CONDOMINIUM,47 Hindhede Walk  #10-09,1,114,Strata,1410000.0,-,12368,1149,03-SEP-2020,Condominium,999 Yrs From 21/06/1877,1998,Resale,Private,21,58,587977,West Region,Bukit Panjang,Singapore,Singapore,"47 Hindhede Walk  ,Singapore","Blk 47, 47, Hindhede Walk, Bukit Panjang, Northwest, 587976, Singapore",47 Hindhede Walk  ,10-09,1.3478610999999998,103.7718129659662
812,813,SEA ESTA,18 Pasir Ris Link  #03-06,1,60,Strata,665000.0,-,11083,1030,03-SEP-2020,Condominium,99 Yrs From 09/01/2012,2015,Resale,Private,18,51,518156,East Region,Pasir Ris,Singapore,Singapore,"18 Pasir Ris Link  ,Singapore","18, Pasir Ris Link, Pasir Ris, Northeast, 518169, Singapore",18 Pasir Ris Link  ,03-06,1.377437,103.9598251151021
813,814,TREASURE AT TAMPINES,1 Tampines Lane  #07-02,1,63,Strata,945000.0,-,15000,1394,03-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528482,East Region,Tampines,Singapore,Singapore,"1 Tampines Lane  ,Singapore","SAFRA Clubhouse (Tampines), 1, Tampines, Southeast, 528882, Singapore",1 Tampines Lane  ,07-02,1.34477595,103.94205961614855
814,815,THE CANOPY,79 Yishun Avenue 11  #06-20,1,110,Strata,985000.0,-,8955,832,03-SEP-2020,Executive Condominium,99 Yrs From 14/06/2010,2014,Resale,HDB,27,76,768862,North Region,Yishun,Singapore,Singapore,"79 Yishun Avenue 11  ,Singapore","Yishun Avenue 11, Yishun, Northwest, 760414, Singapore",79 Yishun Avenue 11  ,06-20,1.4234852,103.8463127
815,816,8@WOODLEIGH,6 Woodleigh Close  #09-13,1,37,Strata,635000.0,-,17162,1594,03-SEP-2020,Condominium,99 Yrs From 22/09/2008,2012,Resale,Private,13,35,357902,Central Region,Toa Payoh,Singapore,Singapore,"6 Woodleigh Close  ,Singapore","8@Woodleigh, 6, Woodleigh Close, Toa Payoh, Southeast, 357902, Singapore",6 Woodleigh Close  ,09-13,1.33593305,103.86929094823535
816,817,NOUVEL 18,16 Anderson Road  #18-01,1,164,Strata,5328000.0,-,32488,3018,03-SEP-2020,Condominium,Freehold,2014,Resale,Private,10,25,259987,Central Region,Newton,Singapore,Singapore,"16 Anderson Road  ,Singapore","Anderson Road, Tanglin, Singapore, Central, 259978, Singapore",16 Anderson Road  ,18-01,1.3128812,103.8297521
817,818,PINEWOOD GARDENS,21 Balmoral Park  #03-05,1,151,Strata,2900000.0,-,19205,1784,03-SEP-2020,Condominium,Freehold,1990,Resale,Private,10,25,259850,Central Region,Tanglin,Singapore,Singapore,"21 Balmoral Park  ,Singapore","21, Balmoral Park, Tanglin, Singapore, Central, 259850, Singapore",21 Balmoral Park  ,03-05,1.316182,103.82897109642857
818,819,WATERFRONT WAVES,760 Bedok Reservoir Road  #13-02,1,146,Strata,1900000.0,-,13014,1209,03-SEP-2020,Condominium,99 Yrs From 31/10/2007,2011,Resale,HDB,16,47,479245,East Region,Bedok,Singapore,Singapore,"760 Bedok Reservoir Road  ,Singapore","760, Bedok Reservoir Road, Simpang Bedok, Bedok, Northeast, 479245, Singapore",760 Bedok Reservoir Road  ,13-02,1.3381112499999999,103.9301056447033
819,820,GUILIN VIEW,24 Bukit Batok Street 52  #01-02,1,130,Strata,990000.0,-,7615,707,03-SEP-2020,Condominium,99 Yrs From 24/04/1996,2000,Resale,Private,23,65,659246,West Region,Bukit Batok,Singapore,Singapore,"24 Bukit Batok Street 52  ,Singapore","24, Bukit Batok Street 52, Bukit Gombak, Bukit Batok, Southwest, 659246, Singapore",24 Bukit Batok Street 52  ,01-02,1.3552840499999999,103.75242611660053
820,821,TREASURE AT TAMPINES,43 Tampines Lane  #03-142,1,115,Strata,1551000.0,-,13487,1253,03-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528464,East Region,Tampines,Singapore,Singapore,"43 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",43 Tampines Lane  ,03-142,1.3546528,103.9435712
821,822,TREASURE AT TAMPINES,45 Tampines Lane  #12-154,1,115,Strata,1664000.0,-,14470,1344,03-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528463,East Region,Tampines,Singapore,Singapore,"45 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",45 Tampines Lane  ,12-154,1.3546528,103.9435712
822,823,TREASURE AT TAMPINES,45 Tampines Lane  #07-154,1,115,Strata,1619000.0,-,14078,1308,03-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528463,East Region,Tampines,Singapore,Singapore,"45 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",45 Tampines Lane  ,07-154,1.3546528,103.9435712
823,824,TREASURE AT TAMPINES,21 Tampines Lane  #11-74,1,160,Strata,2134000.0,-,13338,1239,03-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528475,East Region,Tampines,Singapore,Singapore,"21 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",21 Tampines Lane  ,11-74,1.3546528,103.9435712
824,825,TWIN WATERFALLS,110 Punggol Walk  #13-23,1,101,Strata,1085000.0,-,10743,998,03-SEP-2020,Executive Condominium,99 Yrs From 05/10/2011,2015,Resale,HDB,19,82,828765,North East Region,Punggol,Singapore,Singapore,"110 Punggol Walk  ,Singapore","Twin Waterfalls, 110, Punggol Walk, Punggol, Northeast, 820110, Singapore",110 Punggol Walk  ,13-23,1.40218405,103.89729164509961
825,826,PARC CANBERRA,7 Canberra Walk  #09-15,1,107,Strata,1332000.0,-,12449,1157,03-SEP-2020,Executive Condominium,99 Yrs From 10/12/2018,Uncompleted,New Sale,N.A,27,75,757066,North Region,Sembawang,Singapore,Singapore,"7 Canberra Walk  ,Singapore","Canberra Walk, Sembawang, Northwest, 750105, Singapore",7 Canberra Walk  ,09-15,1.4487777,103.8318911
826,827,THE AVENIR,8 River Valley Close  #06-07,1,50,Strata,1574900.0,-,31498,2926,03-SEP-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,9,23,238432,Central Region,River Valley,Singapore,Singapore,"8 River Valley Close  ,Singapore","Pacific Mansions, 8, River Valley Close, Morison Hill, River Valley, Singapore, Central, 238437, Singapore",8 River Valley Close  ,06-07,1.2947929,103.83681047464968
827,828,THE RAINFOREST,339 Choa Chu Kang Avenue 3  #08-20,1,105,Strata,1116000.0,-,10629,987,03-SEP-2020,Executive Condominium,99 Yrs From 28/06/2011,2015,Resale,HDB,23,68,689873,West Region,Choa Chu Kang,Singapore,Singapore,"339 Choa Chu Kang Avenue 3  ,Singapore","Choa Chu Kang Avenue 3, Choa Chu Kang, Southwest, 680464, Singapore",339 Choa Chu Kang Avenue 3  ,08-20,1.3764235,103.7358346
828,829,THE RAINFOREST,341 Choa Chu Kang Avenue 3  #05-22,1,105,Strata,1075000.0,-,10238,951,03-SEP-2020,Executive Condominium,99 Yrs From 28/06/2011,2015,Resale,HDB,23,68,689874,West Region,Choa Chu Kang,Singapore,Singapore,"341 Choa Chu Kang Avenue 3  ,Singapore","Choa Chu Kang Avenue 3, Choa Chu Kang, Southwest, 680464, Singapore",341 Choa Chu Kang Avenue 3  ,05-22,1.3764235,103.7358346
829,830,PARC VISTA,450 Corporation Road  #07-08,1,98,Strata,888000.0,-,9061,842,03-SEP-2020,Condominium,99 Yrs From 01/03/1995,1998,Resale,Private,22,64,649810,West Region,Jurong West,Singapore,Singapore,"450 Corporation Road  ,Singapore","450, Corporation Road, Jurong West, Southwest, 649810, Singapore",450 Corporation Road  ,07-08,1.3446031500000002,103.71842541808039
830,831,SANDY PALM,163 Jalan Loyang Besar  #02-06,1,130,Strata,995000.0,-,7654,711,03-SEP-2020,Condominium,99 Yrs From 21/03/1996,2002,Resale,Private,17,50,509413,East Region,Pasir Ris,Singapore,Singapore,"163 Jalan Loyang Besar  ,Singapore","Jalan Loyang Besar, Pasir Ris, Northeast, 519599, Singapore",163 Jalan Loyang Besar  ,02-06,1.3775958,103.9566619
831,832,BELYSA,55 Pasir Ris Drive 1  #05-03,1,101,Strata,928000.0,-,9188,854,03-SEP-2020,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,Private,18,51,519530,East Region,Pasir Ris,Singapore,Singapore,"55 Pasir Ris Drive 1  ,Singapore","Pasir Ris Drive 1, Pasir Ris, Southeast, 510155, Singapore",55 Pasir Ris Drive 1  ,05-03,1.363294,103.9643002
832,833,THE TRIZON,8 Ridgewood Close  #11-10,1,97,Strata,1790000.0,-,18454,1714,03-SEP-2020,Condominium,Freehold,2012,Resale,HDB,10,27,276698,Central Region,Bukit Timah,Singapore,Singapore,"8 Ridgewood Close  ,Singapore","The Trizon, 8, Ridgewood Close, Bukit Timah, Northwest, 276696, Singapore",8 Ridgewood Close  ,11-10,1.3171764000000001,103.77792445
833,834,WATER PLACE,171 Tanjong Rhu Road  #09-02,1,126,Strata,1680000.0,-,13333,1239,02-SEP-2020,Condominium,99 Yrs From 02/03/1998,2004,Resale,Private,15,43,436931,Central Region,Kallang,Singapore,Singapore,"171 Tanjong Rhu Road  ,Singapore","Tanjong Rhu Road, Kallang, Southeast, 397628, Singapore",171 Tanjong Rhu Road  ,09-02,1.2971101,103.873131
834,835,SUNRISE GARDENS,51 Sunrise Avenue  #01-08,1,133,Strata,1058888.0,-,7962,740,02-SEP-2020,Condominium,99 Yrs From 24/06/1995,1998,Resale,HDB,28,80,806745,North East Region,Ang Mo Kio,Singapore,Singapore,"51 Sunrise Avenue  ,Singapore","Sunrise Avenue, Ang Mo Kio, Singapore, Central, 807518, Singapore",51 Sunrise Avenue  ,01-08,1.3875634,103.8578625
835,836,TWIN WATERFALLS,106 Punggol Walk  #17-13,1,121,Strata,1180000.0,-,9752,906,02-SEP-2020,Executive Condominium,99 Yrs From 05/10/2011,2015,Resale,HDB,19,82,828793,North East Region,Punggol,Singapore,Singapore,"106 Punggol Walk  ,Singapore","Twin Waterfalls, 106, Punggol Walk, Punggol, Northeast, 820106, Singapore",106 Punggol Walk  ,17-13,1.40174295,103.89691062885215
836,837,THE GREENWICH,3 Seletar Road  #02-06,1,97,Strata,960000.0,-,9897,919,02-SEP-2020,Condominium,99 Yrs From 21/12/2009,2014,Resale,Private,28,80,807012,North East Region,Serangoon,Singapore,Singapore,"3 Seletar Road  ,Singapore","Seletar Road, Serangoon, Singapore, Central, 807003, Singapore",3 Seletar Road  ,02-06,1.3868156,103.8686518
837,838,PINE GROVE,1B Pine Grove  #08-06,1,163,Strata,1650000.0,-,10123,940,02-SEP-2020,Condominium,99 Yrs From 01/11/1984,Unknown,Resale,Private,21,59,591001,Central Region,Bukit Timah,Singapore,Singapore,"1B Pine Grove  ,Singapore","Pine Grove, Pine Grove Condos, Bukit Timah, Northwest, 597595, Singapore",1B Pine Grove  ,08-06,1.3170687,103.7762198
838,839,COTE D'AZUR,66 Marine Parade Road  #12-10,1,143,Strata,2150000.0,-,15035,1397,02-SEP-2020,Condominium,99 Yrs From 25/07/2001,2004,Resale,Private,15,44,449300,Central Region,Marine Parade,Singapore,Singapore,"66 Marine Parade Road  ,Singapore","66, Marine Parade Road, Marine Parade, Southeast, 449300, Singapore",66 Marine Parade Road  ,12-10,1.3005991,103.90469301118401
839,840,DAINTREE RESIDENCE,11E Toh Tuck Road  #05-24,1,69,Strata,1294710.0,-,18764,1743,02-SEP-2020,Condominium,99 Yrs From 17/07/2017,Uncompleted,New Sale,N.A,21,59,596127,Central Region,Bukit Timah,Singapore,Singapore,"11E Toh Tuck Road  ,Singapore","Toh Tuck Road, Southwest, 598681, Singapore",11E Toh Tuck Road  ,05-24,1.3403435,103.7702985
840,841,CARIBBEAN AT KEPPEL BAY,40 Keppel Bay Drive  #06-91,1,298,Strata,3088000.0,-,10362,963,02-SEP-2020,Condominium,99 Yrs From 16/08/1999,2004,Resale,Private,4,9,98655,Central Region,Bukit Merah,Singapore,Singapore,"40 Keppel Bay Drive  ,Singapore","Keppel Bay Drive, Radin Mas, Bukit Merah, Singapore, Central, 098499, Singapore",40 Keppel Bay Drive  ,06-91,1.2671372,103.8172298
841,842,BLOSSOM RESIDENCES,34 Segar Road  #09-34,1,98,Strata,940000.0,-,9592,891,02-SEP-2020,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,Private,23,67,677723,West Region,Bukit Panjang,Singapore,Singapore,"34 Segar Road  ,Singapore","Segar Road, Bukit Panjang, Northwest, 677738, Singapore",34 Segar Road  ,09-34,1.3881418,103.7714606
842,843,REFLECTIONS AT KEPPEL BAY,33 Keppel Bay View  #34-98,1,202,Strata,3500000.0,-,17327,1610,02-SEP-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,Private,4,9,98419,Central Region,Bukit Merah,Singapore,Singapore,"33 Keppel Bay View  ,Singapore","33, Keppel Bay View, Reflections At Keppel Bay, Bukit Merah, Singapore, Central, 098419, Singapore",33 Keppel Bay View  ,34-98,1.267278,103.81113838330273
843,844,SOPHIA RESIDENCE,11 Sophia Road  #08-24,1,101,Strata,1880000.0,-,18614,1729,02-SEP-2020,Condominium,Freehold,2014,Resale,Private,9,22,228194,Central Region,Rochor,Singapore,Singapore,"11 Sophia Road  ,Singapore","Sophia Road, Rochor, Singapore, Central, 228091, Singapore",11 Sophia Road  ,08-24,1.3045161,103.8457631
844,845,ROYALGREEN,2D Anamalai Avenue  #03-32,1,99,Strata,2853000.0,2836822,28655,2662,02-SEP-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,27,279992,Central Region,Bukit Timah,Singapore,Singapore,"2D Anamalai Avenue  ,Singapore","Anamalai Avenue, Bukit Timah, Northwest, 276472, Singapore",2D Anamalai Avenue  ,03-32,1.3303267,103.795036
845,846,TREASURE AT TAMPINES,9 Tampines Lane  #11-35,1,85,Strata,1237000.0,-,14553,1352,02-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528481,East Region,Tampines,Singapore,Singapore,"9 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",9 Tampines Lane  ,11-35,1.3546528,103.9435712
846,847,REGENT HEIGHTS,52 Bukit Batok East Avenue 5  #18-03,1,108,Strata,825000.0,-,7639,710,02-SEP-2020,Condominium,99 Yrs From 07/11/1995,1999,Resale,Private,23,65,659802,West Region,Bukit Batok,Singapore,Singapore,"52 Bukit Batok East Avenue 5  ,Singapore","52, Bukit Batok East Avenue 5, Bukit Gombak, Bukit Batok, Southwest, 659802, Singapore",52 Bukit Batok East Avenue 5  ,18-03,1.3523664499999999,103.75604449847339
847,848,EDELWEISS PARK CONDOMINIUM,100 Flora Road  #01-66,1,135,Strata,1238000.0,-,9170,852,02-SEP-2020,Condominium,Freehold,2006,Resale,Private,17,50,509743,East Region,Pasir Ris,Singapore,Singapore,"100 Flora Road  ,Singapore","Flora Road, Changi, Southeast, 510149, Singapore",100 Flora Road  ,01-66,1.3609514,103.9636132
848,849,THE ARTE,21 Jalan Raja Udang  #26-02,1,151,Strata,2250000.0,-,14901,1384,02-SEP-2020,Condominium,Freehold,2010,Resale,Private,12,32,329215,Central Region,Novena,Singapore,Singapore,"21 Jalan Raja Udang  ,Singapore","The Arte, 21, Jalan Raja Udang, Novena, Singapore, Central, 329425, Singapore",21 Jalan Raja Udang  ,26-02,1.32808805,103.84235904199498
849,850,THE MINTON,10D Hougang Street 11  #17-51,1,65,Strata,750000.0,-,11538,1072,02-SEP-2020,Condominium,99 Yrs From 27/07/2007,2013,Resale,HDB,19,53,534076,North East Region,Hougang,Singapore,Singapore,"10D Hougang Street 11  ,Singapore","Hougang Street 11, Hougang, Northeast, 536698, Singapore",10D Hougang Street 11  ,17-51,1.3512584,103.8808546
850,851,PALM HAVEN,18 Palm Grove Avenue  #02-06,1,118,Strata,1355000.0,-,11483,1067,02-SEP-2020,Condominium,999 Yrs From 01/09/1876,2002,Resale,Private,19,54,547312,North East Region,Hougang,Singapore,Singapore,"18 Palm Grove Avenue  ,Singapore","Palm Haven, 18, Palm Grove Avenue, Hougang, Northeast, 547444, Singapore",18 Palm Grove Avenue  ,02-06,1.3603802,103.87747653168806
851,852,RIO VISTA,30 Upper Serangoon View  #02-37,1,116,Strata,958000.0,-,8259,767,02-SEP-2020,Condominium,99 Yrs From 02/01/2001,2004,Resale,HDB,19,53,534208,North East Region,Hougang,Singapore,Singapore,"30 Upper Serangoon View  ,Singapore","30, Upper Serangoon View, Hougang, Northeast, 533884, Singapore",30 Upper Serangoon View  ,02-37,1.3732948999999999,103.90137798919747
852,853,GRANDE VISTA,10 Cactus Drive  #06-02,1,127,Strata,1370000.0,-,10787,1002,02-SEP-2020,Condominium,999 Yrs From 05/05/1886,1992,Resale,Private,28,80,809687,North East Region,Ang Mo Kio,Singapore,Singapore,"10 Cactus Drive  ,Singapore","Cactus Drive, Grande Vista, Ang Mo Kio, Singapore, Central, 806105, Singapore",10 Cactus Drive  ,06-02,1.3877358,103.8543083
853,854,NUOVO,25 Ang Mo Kio Avenue 9  #13-16,1,104,Strata,1050000.0,-,10096,938,02-SEP-2020,Executive Condominium,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569788,North East Region,Ang Mo Kio,Singapore,Singapore,"25 Ang Mo Kio Avenue 9  ,Singapore","Ang Mo Kio Avenue 9, Ang Mo Kio, Singapore, Central, 560622, Singapore",25 Ang Mo Kio Avenue 9  ,13-16,1.3831634,103.8400383
854,855,EURO-ASIA PARK,25 Woodleigh Close  #02-04,1,83,Strata,1240000.0,-,14940,1388,02-SEP-2020,Condominium,Freehold,1996,Resale,HDB,13,35,357920,Central Region,Toa Payoh,Singapore,Singapore,"25 Woodleigh Close  ,Singapore","Woodleigh Close, Toa Payoh, Southeast, 357900, Singapore",25 Woodleigh Close  ,02-04,1.3356831,103.8699366
855,856,PARC CANBERRA,19 Canberra Walk  #04-39,1,86,Strata,1015000.0,-,11802,1096,02-SEP-2020,Executive Condominium,99 Yrs From 10/12/2018,Uncompleted,New Sale,N.A,27,75,756950,North Region,Sembawang,Singapore,Singapore,"19 Canberra Walk  ,Singapore","Canberra Walk, Sembawang, Northwest, 750105, Singapore",19 Canberra Walk  ,04-39,1.4487777,103.8318911
