,Unnamed:_0,Project_Name,Address,No._of_Units,Area_(sqm),Type_of_Area,Transacted_Price_($),Nett_Price($),Unit_Price_($_psm),Unit_Price_($_psf),Sale_Date,Property_Type,Tenure,Completion_Date,Type_of_Sale,Purchaser_Address_Indicator,Postal_District,Postal_Sector,Postal_Code,Planning_Region,Planning_Area,country,city,full_address,gcode,address,room_num,lat,long
6463,6464,CENTRAL GROVE,1 Geylang East Avenue 1  #13-01,1,115,Strata,1198000.0,-,10417,968,17-JAN-2020,Condominium,99 Yrs From 18/07/1997,2001,Resale,HDB,14,38,389778,Central Region,Geylang,Singapore,Singapore,"1 Geylang East Avenue 1  ,Singapore","Central Grove, 1, Geylang East Avenue 1, Geylang, Southeast, 389778, Singapore",1 Geylang East Avenue 1  ,13-01,1.31580835,103.88447839891305
6464,6465,TREASURE AT TAMPINES,45 Tampines Lane  #02-148,1,63,Strata,941112.0,-,14938,1388,17-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528463,East Region,Tampines,Singapore,Singapore,"45 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",45 Tampines Lane  ,02-148,1.3546528,103.9435712
6465,6466,CHARMING GARDEN,140 King'S Road  #03-06,1,169,Strata,2800000.0,-,16568,1539,17-JAN-2020,Condominium,999 Yrs From 27/12/1875,1984,Resale,Private,10,26,268157,Central Region,Bukit Timah,Singapore,Singapore,"140 King'S Road  ,Singapore","King's Road, Bukit Timah, Northwest, 266227, Singapore",140 King'S Road  ,03-06,1.3173635,103.8053533
6466,6467,WATERVIEW,73 Tampines Avenue 1  #08-03,1,110,Strata,1285000.0,-,11682,1085,17-JAN-2020,Condominium,99 Yrs From 16/06/2010,2014,Resale,Private,18,52,529780,East Region,Tampines,Singapore,Singapore,"73 Tampines Avenue 1  ,Singapore","Tampines Avenue 1, Tampines, Northeast, 529771, Singapore",73 Tampines Avenue 1  ,08-03,1.3490555,103.9285087
6467,6468,THE RAINTREE,89 Bukit Drive  #03-19,1,120,Strata,1280000.0,-,10667,991,17-JAN-2020,Condominium,99 Yrs From 01/03/2003,2008,Resale,Private,21,58,587846,West Region,Bukit Panjang,Singapore,Singapore,"89 Bukit Drive  ,Singapore","Bukit Drive, Bukit Panjang, Northwest, 589242, Singapore",89 Bukit Drive  ,03-19,1.3462591,103.7756302
6468,6469,PRIVE,33 Punggol Field  #16-15,1,105,Strata,1150000.0,-,10952,1018,17-JAN-2020,Executive Condominium,99 Yrs From 14/09/2010,2013,Resale,Private,19,82,828817,North East Region,Punggol,Singapore,Singapore,"33 Punggol Field  ,Singapore","Punggol Field, Punggol, Northeast, 820168, Singapore",33 Punggol Field  ,16-15,1.3947438,103.9117163
6469,6470,VAN HOLLAND,188 Holland Road  #04-07,1,64,Strata,2090000.0,-,32656,3034,17-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,27,278584,Central Region,Bukit Timah,Singapore,Singapore,"188 Holland Road  ,Singapore","Holland Road, Tanglin, Singapore, Central, 248819, Singapore",188 Holland Road  ,04-07,1.3065476,103.8159492
6470,6471,TWIN WATERFALLS,110 Punggol Walk  #14-21,1,85,Strata,875000.0,-,10294,956,17-JAN-2020,Executive Condominium,99 Yrs From 05/10/2011,2015,Resale,HDB,19,82,828765,North East Region,Punggol,Singapore,Singapore,"110 Punggol Walk  ,Singapore","Twin Waterfalls, 110, Punggol Walk, Punggol, Northeast, 820110, Singapore",110 Punggol Walk  ,14-21,1.40218405,103.89729164509961
6471,6472,GRANDEUR 8,10 Ang Mo Kio Central 3  #16-13,1,104,Strata,1080000.0,-,10385,965,17-JAN-2020,Condominium,99 Yrs From 16/07/2002,2005,Resale,Private,20,56,567745,North East Region,Ang Mo Kio,Singapore,Singapore,"10 Ang Mo Kio Central 3  ,Singapore","10, Ang Mo Kio Central 3, Ang Mo Kio, Singapore, Central, 567745, Singapore",10 Ang Mo Kio Central 3  ,16-13,1.3756411,103.84743186238668
6472,6473,SOLEIL @ SINARAN,6 Sinaran Drive  #17-09,1,102,Strata,2000000.0,-,19608,1822,17-JAN-2020,Condominium,99 Yrs From 23/10/2006,2011,Resale,HDB,11,30,307468,Central Region,Novena,Singapore,Singapore,"6 Sinaran Drive  ,Singapore","Sinaran Drive, Novena, Singapore, Central, 307506, Singapore",6 Sinaran Drive  ,17-09,1.3208531,103.8447814
6473,6474,GRAND DUCHESS AT ST PATRICK'S,136 St. Patrick'S Road  #04-20,1,126,Strata,2220000.0,-,17619,1637,17-JAN-2020,Condominium,Freehold,2010,Resale,HDB,15,42,424214,East Region,Bedok,Singapore,Singapore,"136 St. Patrick'S Road  ,Singapore","Saint Patrick's Road, JaeYoung Assignment3 area, Bedok, Southeast, 428981, Singapore",136 St. Patrick'S Road  ,04-20,1.3078306,103.9115445
6474,6475,THE BAYSHORE,34 Bayshore Road  #09-01,1,110,Strata,1120000.0,-,10182,946,17-JAN-2020,Condominium,99 Yrs From 31/05/1993,1997,Resale,Private,16,46,469976,East Region,Bedok,Singapore,Singapore,"34 Bayshore Road  ,Singapore","34, Bayshore Road, Bedok, Southeast, 469976, Singapore",34 Bayshore Road  ,09-01,1.31272385,103.93946451093166
6475,6476,SYMPHONY HEIGHTS,41 Hume Avenue  #08-01,1,86,Strata,1290000.0,-,15000,1394,17-JAN-2020,Condominium,Freehold,1998,Resale,Private,21,59,598738,West Region,Bukit Batok,Singapore,Singapore,"41 Hume Avenue  ,Singapore","Hume Avenue, Bukit Gombak, Bukit Batok, Southwest, 598749, Singapore",41 Hume Avenue  ,08-01,1.3584251,103.7646
6476,6477,RIVERSOUND RESIDENCE,9A Sengkang East Avenue  #07-32,1,99,Strata,945000.0,-,9545,887,17-JAN-2020,Condominium,99 Yrs From 26/08/2011,2015,Resale,HDB,19,54,544743,North East Region,Sengkang,Singapore,Singapore,"9A Sengkang East Avenue  ,Singapore","9A, Sengkang East Avenue, Seng Kang, Northeast, 544743, Singapore",9A Sengkang East Avenue  ,07-32,1.3808113,103.9028790768146
6477,6478,THE CALROSE,511 Yio Chu Kang Road  #02-11,1,90,Strata,1285000.0,-,14278,1326,17-JAN-2020,Condominium,Freehold,2007,Resale,Private,26,78,787066,North East Region,Ang Mo Kio,Singapore,Singapore,"511 Yio Chu Kang Road  ,Singapore","Yio Chu Kang Road, Ang Mo Kio, Singapore, Central, 806109, Singapore",511 Yio Chu Kang Road  ,02-11,1.3910387,103.8580882
6478,6479,TREASURE AT TAMPINES,13 Tampines Lane  #07-48,1,63,Strata,929112.0,-,14748,1370,17-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,HDB,18,52,528479,East Region,Tampines,Singapore,Singapore,"13 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",13 Tampines Lane  ,07-48,1.3546528,103.9435712
6479,6480,VACANZA @ EAST,40 Lengkong Tujoh  #08-13,1,95,Strata,1290000.0,-,13579,1262,17-JAN-2020,Condominium,Freehold,2014,Resale,HDB,14,41,417393,East Region,Bedok,Singapore,Singapore,"40 Lengkong Tujoh  ,Singapore","40     3-14, Lengkong Tujoh, Vacanza @ East, Bedok, Southeast, 417393, Singapore",40 Lengkong Tujoh  ,08-13,1.3291404999999998,103.91484685
6480,6481,PINEVALE,8 Tampines Street 73  #11-04,1,119,Strata,928000.0,-,7798,724,17-JAN-2020,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528826,East Region,Tampines,Singapore,Singapore,"8 Tampines Street 73  ,Singapore","Tampines Street 73, Tampines, Northeast, 520740, Singapore",8 Tampines Street 73  ,11-04,1.3581159,103.9322014
6481,6482,THE AVENIR,10 River Valley Close  #33-11,1,224,Strata,8324000.0,-,37161,3452,17-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,9,23,238438,Central Region,River Valley,Singapore,Singapore,"10 River Valley Close  ,Singapore","River Valley Close, Morison Hill, River Valley, Singapore, Central, 238427, Singapore",10 River Valley Close  ,33-11,1.2954003,103.8375507
6482,6483,REFLECTIONS AT KEPPEL BAY,1 Keppel Bay View  #05-07,1,157,Strata,2730000.0,-,17389,1615,17-JAN-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,Private,4,9,98402,Central Region,Bukit Merah,Singapore,Singapore,"1 Keppel Bay View  ,Singapore","1, Keppel Bay View, Reflections At Keppel Bay, Bukit Merah, Singapore, Central, 098402, Singapore",1 Keppel Bay View  ,05-07,1.26811565,103.81437244392117
6483,6484,REFLECTIONS AT KEPPEL BAY,1 Keppel Bay View  #01-04,1,109,Strata,1783320.0,-,16361,1520,17-JAN-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,N.A,4,9,98402,Central Region,Bukit Merah,Singapore,Singapore,"1 Keppel Bay View  ,Singapore","1, Keppel Bay View, Reflections At Keppel Bay, Bukit Merah, Singapore, Central, 098402, Singapore",1 Keppel Bay View  ,01-04,1.26811565,103.81437244392117
6484,6485,JADESCAPE,8 Shunfu Road  #22-30,1,71,Strata,1370000.0,-,19296,1793,17-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575745,Central Region,Bishan,Singapore,Singapore,"8 Shunfu Road  ,Singapore","Shunfu Road, Bishan, Singapore, Central, 577182, Singapore",8 Shunfu Road  ,22-30,1.3513172,103.8401903
6485,6486,8 SAINT THOMAS,8 St. Thomas Walk  #35-01,1,225,Strata,9000000.0,-,40000,3716,17-JAN-2020,Condominium,Freehold,2018,Resale,N.A,9,23,238146,Central Region,River Valley,Singapore,Singapore,"8 St. Thomas Walk  ,Singapore","Saint Thomas Walk, Morison Hill, River Valley, Singapore, Central, 239848, Singapore",8 St. Thomas Walk  ,35-01,1.2977345,103.8361649
6486,6487,ESTELLA GARDENS,29 Flora Road  #01-12,1,148,Strata,1380000.0,-,9324,866,17-JAN-2020,Condominium,Freehold,1999,Resale,Private,17,50,509742,East Region,Pasir Ris,Singapore,Singapore,"29 Flora Road  ,Singapore","Flora Road, Changi, Southeast, 510149, Singapore",29 Flora Road  ,01-12,1.3609514,103.9636132
6487,6488,KING'S MANSION,437 Tanjong Katong Road  #04-01,1,149,Strata,2200000.0,-,14765,1372,17-JAN-2020,Condominium,Freehold,1982,Resale,Private,15,43,437147,Central Region,Marine Parade,Singapore,Singapore,"437 Tanjong Katong Road  ,Singapore","Tanjong Katong Road, Geylang, Southeast, 437161, Singapore",437 Tanjong Katong Road  ,04-01,1.315567,103.8940336
6488,6489,BOATHOUSE RESIDENCES,33 Upper Serangoon View  #10-26,1,66,Strata,760000.0,-,11515,1070,17-JAN-2020,Condominium,99 Yrs From 09/02/2011,2015,Resale,HDB,19,53,534042,North East Region,Hougang,Singapore,Singapore,"33 Upper Serangoon View  ,Singapore","33, Upper Serangoon View, Boathouse Residences, Hougang, Northeast, 534237, Singapore",33 Upper Serangoon View  ,10-26,1.3755709999999999,103.90333843332485
6489,6490,CASPIAN,50 Lakeside Drive  #17-02,1,165,Strata,1770000.0,-,10727,997,17-JAN-2020,Condominium,99 Yrs From 17/03/2008,2012,Resale,Private,22,64,648315,West Region,Jurong West,Singapore,Singapore,"50 Lakeside Drive  ,Singapore","50, Lakeside Drive, Jurong West, Southwest, 648315, Singapore",50 Lakeside Drive  ,17-02,1.34260975,103.71820205711835
6490,6491,THE CREST,103 Prince Charles Crescent  #11-08,1,66,Strata,1488000.0,-,22545,2095,17-JAN-2020,Condominium,99 Yrs From 21/12/2012,2017,Resale,Private,3,15,159018,Central Region,Bukit Merah,Singapore,Singapore,"103 Prince Charles Crescent  ,Singapore","Prince Charles Crescent, Radin Mas, Bukit Merah, Singapore, Central, 159967, Singapore",103 Prince Charles Crescent  ,11-08,1.2909052,103.8231178
6491,6492,MI CASA,323 Choa Chu Kang Avenue 3  #13-25,1,104,Strata,1020000.0,-,9808,911,17-JAN-2020,Condominium,99 Yrs From 25/08/2008,2012,Resale,HDB,23,68,689865,West Region,Choa Chu Kang,Singapore,Singapore,"323 Choa Chu Kang Avenue 3  ,Singapore","Choa Chu Kang Avenue 3, Choa Chu Kang, Southwest, 680464, Singapore",323 Choa Chu Kang Avenue 3  ,13-25,1.3764235,103.7358346
6492,6493,THE LAKESHORE,29 Jurong West Street 41  #16-13,1,109,Strata,1325000.0,-,12156,1129,16-JAN-2020,Condominium,99 Yrs From 22/11/2002,2008,Resale,Private,22,64,649411,West Region,Jurong West,Singapore,Singapore,"29 Jurong West Street 41  ,Singapore","29, Jurong West Street 41, Jurongville, Jurong West, Southwest, 649411, Singapore",29 Jurong West Street 41  ,16-13,1.34580065,103.7233721574602
6493,6494,CHESTERVALE,37 Bangkit Road  #05-03,1,131,Strata,870000.0,-,6641,617,16-JAN-2020,Executive Condominium,99 Yrs From 17/03/1997,1999,Resale,HDB,23,67,679976,West Region,Bukit Panjang,Singapore,Singapore,"37 Bangkit Road  ,Singapore","Bangkit Road, Bukit Panjang, Northwest, 670256, Singapore",37 Bangkit Road  ,05-03,1.3793197,103.7728133
6494,6495,CENTRAL GREEN CONDOMINIUM,1 Jalan Membina  #11-02,1,86,Strata,1388000.0,-,16140,1499,16-JAN-2020,Condominium,99 Yrs From 01/07/1992,1995,Resale,HDB,3,16,169479,Central Region,Bukit Merah,Singapore,Singapore,"1 Jalan Membina  ,Singapore","Jalan Membina, Radin Mas, Bukit Merah, Singapore, Central, 169485, Singapore",1 Jalan Membina  ,11-02,1.2846735,103.8272385
6495,6496,TREASURE AT TAMPINES,53 Tampines Lane  #07-181,1,43,Strata,679112.0,-,15793,1467,16-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528459,East Region,Tampines,Singapore,Singapore,"53 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",53 Tampines Lane  ,07-181,1.3546528,103.9435712
6496,6497,WATERVIEW,73 Tampines Avenue 1  #08-01,1,73,Strata,820000.0,-,11233,1044,16-JAN-2020,Condominium,99 Yrs From 16/06/2010,2014,Resale,Private,18,52,529780,East Region,Tampines,Singapore,Singapore,"73 Tampines Avenue 1  ,Singapore","Tampines Avenue 1, Tampines, Northeast, 529771, Singapore",73 Tampines Avenue 1  ,08-01,1.3490555,103.9285087
6497,6498,WATER PLACE,173 Tanjong Rhu Road  #07-06,1,126,Strata,1660000.0,-,13175,1224,16-JAN-2020,Condominium,99 Yrs From 02/03/1998,2004,Resale,Private,15,43,436932,Central Region,Kallang,Singapore,Singapore,"173 Tanjong Rhu Road  ,Singapore","Tanjong Rhu Road, Kallang, Southeast, 397628, Singapore",173 Tanjong Rhu Road  ,07-06,1.2971101,103.873131
6498,6499,THE TRE VER,62 Potong Pasir Avenue 1  #19-15,1,128,Strata,2342000.0,-,18297,1700,16-JAN-2020,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,N.A,13,35,358392,Central Region,Toa Payoh,Singapore,Singapore,"62 Potong Pasir Avenue 1  ,Singapore","Potong Pasir Avenue 1, Toa Payoh, Southeast, 350101, Singapore",62 Potong Pasir Avenue 1  ,19-15,1.3328336,103.8682709
6499,6500,MELVILLE PARK,16 Simei Street 1  #01-03,1,87,Strata,673000.0,-,7736,719,16-JAN-2020,Condominium,99 Yrs From 01/09/1992,1996,Resale,HDB,18,52,529942,East Region,Tampines,Singapore,Singapore,"16 Simei Street 1  ,Singapore","Simei Street 1, Tampines, Southeast, 520164, Singapore",16 Simei Street 1  ,01-03,1.3463319,103.9581282
6500,6501,WATERCOLOURS,35 Pasir Ris Link  #09-33,1,106,Strata,990000.0,-,9340,868,16-JAN-2020,Executive Condominium,99 Yrs From 10/01/2012,2014,Resale,Private,18,51,518155,East Region,Pasir Ris,Singapore,Singapore,"35 Pasir Ris Link  ,Singapore","35, Pasir Ris Link, Pasir Ris, Northeast, 518169, Singapore",35 Pasir Ris Link  ,09-33,1.3767726,103.9599362472266
6501,6502,PARC BOTANNIA,16 Fernvale Street  #22-25,1,140,Strata,1713020.0,-,12236,1137,16-JAN-2020,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797393,North East Region,Sengkang,Singapore,Singapore,"16 Fernvale Street  ,Singapore","Fernvale Street, Seng Kang, Singapore, Central, 792467, Singapore",16 Fernvale Street  ,22-25,1.3983182,103.8792021
6502,6503,THE LAURELS,38 Cairnhill Road  #18-03,1,51,Strata,1350000.0,-,26471,2459,16-JAN-2020,Condominium,Freehold,2013,Resale,Private,9,22,229658,Central Region,Newton,Singapore,Singapore,"38 Cairnhill Road  ,Singapore","Cairnhill Road, Orchard, Singapore, Central, 238856, Singapore",38 Cairnhill Road  ,18-03,1.3032428,103.8377816
6503,6504,THE CREST,103 Prince Charles Crescent  #06-12,1,111,Strata,2450000.0,-,22072,2051,16-JAN-2020,Condominium,99 Yrs From 21/12/2012,2017,Resale,Private,3,15,159018,Central Region,Bukit Merah,Singapore,Singapore,"103 Prince Charles Crescent  ,Singapore","Prince Charles Crescent, Radin Mas, Bukit Merah, Singapore, Central, 159967, Singapore",103 Prince Charles Crescent  ,06-12,1.2909052,103.8231178
6504,6505,SUNRISE GARDENS,55 Sunrise Avenue  #01-04,1,138,Strata,1050000.0,-,7609,707,16-JAN-2020,Condominium,99 Yrs From 24/06/1995,1998,Resale,Private,28,80,806747,North East Region,Ang Mo Kio,Singapore,Singapore,"55 Sunrise Avenue  ,Singapore","Sunrise Avenue, Ang Mo Kio, Singapore, Central, 805469, Singapore",55 Sunrise Avenue  ,01-04,1.3858624,103.8575032
6505,6506,COSTA RHU,3 Rhu Cross  #08-12,1,153,Strata,2200000.0,-,14379,1336,16-JAN-2020,Condominium,99 Yrs From 30/05/1994,1997,Resale,Private,15,43,437433,Central Region,Kallang,Singapore,Singapore,"3 Rhu Cross  ,Singapore","Rhu Cross, Kallang, Southeast, 437435, Singapore",3 Rhu Cross  ,08-12,1.2972924,103.8673036
6506,6507,RIVERSOUND RESIDENCE,7 Sengkang East Avenue  #07-24,1,110,Strata,1200000.0,-,10909,1013,16-JAN-2020,Condominium,99 Yrs From 26/08/2011,2015,Resale,Private,19,54,544741,North East Region,Sengkang,Singapore,Singapore,"7 Sengkang East Avenue  ,Singapore","7, Sengkang East Avenue, Seng Kang, Northeast, 544741, Singapore",7 Sengkang East Avenue  ,07-24,1.3806712,103.90205221724958
6507,6508,THE PARC CONDOMINIUM,9 West Coast Walk  #07-20,1,132,Strata,1870000.0,-,14167,1316,16-JAN-2020,Condominium,Freehold,2010,Resale,HDB,5,12,127160,West Region,Clementi,Singapore,Singapore,"9 West Coast Walk  ,Singapore","The Parc, 9, West Coast Walk, Clementi, Southwest, 127160, Singapore",9 West Coast Walk  ,07-20,1.3108632500000001,103.76196607985992
6508,6509,THE CANOPY,81 Yishun Avenue 11  #07-26,1,81,Strata,735000.0,-,9074,843,16-JAN-2020,Executive Condominium,99 Yrs From 14/06/2010,2014,Resale,HDB,27,76,768863,North Region,Yishun,Singapore,Singapore,"81 Yishun Avenue 11  ,Singapore","Yishun Avenue 11, Yishun, Northwest, 760414, Singapore",81 Yishun Avenue 11  ,07-26,1.4234852,103.8463127
6509,6510,THE TAPESTRY,55 Tampines Street 86  #02-24,1,138,Strata,1730970.0,-,12543,1165,16-JAN-2020,Condominium,99 Yrs From 31/07/2017,Uncompleted,New Sale,N.A,18,52,528541,East Region,Tampines,Singapore,Singapore,"55 Tampines Street 86  ,Singapore","Tampines Street 86, Tampines, Northeast, 524872, Singapore",55 Tampines Street 86  ,02-24,1.3553652,103.9312294933278
6510,6511,AUSTVILLE RESIDENCES,15 Sengkang East Avenue  #01-12,1,116,Strata,1038000.0,-,8948,831,16-JAN-2020,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544806,North East Region,Sengkang,Singapore,Singapore,"15 Sengkang East Avenue  ,Singapore","Sengkang East Avenue, Seng Kang, Northeast, 544207, Singapore",15 Sengkang East Avenue  ,01-12,1.3844344,103.8968685
6511,6512,TREASURE AT TAMPINES,13 Tampines Lane  #06-48,1,63,Strata,924112.0,-,14668,1363,16-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528479,East Region,Tampines,Singapore,Singapore,"13 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",13 Tampines Lane  ,06-48,1.3546528,103.9435712
6512,6513,PIERMONT GRAND,32 Sumang Walk  #15-22,1,92,Strata,1109700.0,-,12062,1121,16-JAN-2020,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828621,North East Region,Punggol,Singapore,Singapore,"32 Sumang Walk  ,Singapore","Sumang Walk, Punggol, Northeast, 821327, Singapore",32 Sumang Walk  ,15-22,1.4124637,103.8986312
6513,6514,HILLVIEW HEIGHTS,29A Hillview Avenue  #09-08,1,89,Strata,1255000.0,-,14101,1310,16-JAN-2020,Condominium,Freehold,1996,Resale,Private,23,66,669562,West Region,Bukit Batok,Singapore,Singapore,"29A Hillview Avenue  ,Singapore","Hillview Avenue, Bukit Gombak, Bukit Batok, Southwest, 598749, Singapore",29A Hillview Avenue  ,09-08,1.3583599,103.7632333
6514,6515,WOODSVALE,3 Woodlands Drive 72  #02-08,1,120,Strata,776000.0,-,6467,601,16-JAN-2020,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738090,North Region,Woodlands,Singapore,Singapore,"3 Woodlands Drive 72  ,Singapore","Woodlands Drive 72, Woodlands, Northwest, 730789, Singapore",3 Woodlands Drive 72  ,02-08,1.4428446,103.8046935
6515,6516,CANBERRA RESIDENCES,511 Canberra Drive  #03-26,1,87,Strata,838000.0,-,9632,895,16-JAN-2020,Condominium,99 Yrs From 08/09/2010,2013,Resale,HDB,27,76,768129,North Region,Sembawang,Singapore,Singapore,"511 Canberra Drive  ,Singapore","511, Canberra Drive, Sembawang, Northwest, 768124, Singapore",511 Canberra Drive  ,03-26,1.44422555,103.824279030747
6516,6517,THE MINTON,10A Hougang Street 11  #13-36,1,154,Strata,1750000.0,-,11364,1056,16-JAN-2020,Condominium,99 Yrs From 27/07/2007,2013,Resale,HDB,19,53,534079,North East Region,Hougang,Singapore,Singapore,"10A Hougang Street 11  ,Singapore","Hougang Street 11, Hougang, Northeast, 536698, Singapore",10A Hougang Street 11  ,13-36,1.3512584,103.8808546
6517,6518,THE JOVELL,27 Flora Drive  #01-53,1,81,Strata,985600.0,-,12168,1130,16-JAN-2020,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,N.A,17,50,506764,East Region,Pasir Ris,Singapore,Singapore,"27 Flora Drive  ,Singapore","Flora Drive, Changi, Southeast, 509733, Singapore",27 Flora Drive  ,01-53,1.3593443,103.9648774
6518,6519,MIDWOOD,10 Hillview Rise  #18-19,1,51,Strata,945100.0,-,18531,1722,15-JAN-2020,Condominium,99 Yrs From 01/10/2018,Uncompleted,New Sale,N.A,23,66,667972,West Region,Bukit Batok,Singapore,Singapore,"10 Hillview Rise  ,Singapore","Hillview Rise, Bukit Gombak, Bukit Batok, Southwest, 667970, Singapore",10 Hillview Rise  ,18-19,1.3624154,103.7644356
6519,6520,LA CASA,60 Woodlands Drive 16  #10-21,1,106,Strata,828000.0,-,7811,726,15-JAN-2020,Executive Condominium,99 Yrs From 13/09/2004,2008,Resale,HDB,25,73,737896,North Region,Woodlands,Singapore,Singapore,"60 Woodlands Drive 16  ,Singapore","Woodlands Drive 16, Woodlands, Northwest, 730573, Singapore",60 Woodlands Drive 16  ,10-21,1.4316825,103.7975763
6520,6521,REFLECTIONS AT KEPPEL BAY,29 Keppel Bay View  #04-87,1,127,Strata,1965000.0,-,15472,1437,15-JAN-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,Private,4,9,98417,Central Region,Bukit Merah,Singapore,Singapore,"29 Keppel Bay View  ,Singapore","29, Keppel Bay View, Reflections At Keppel Bay, Bukit Merah, Singapore, Central, 098417, Singapore",29 Keppel Bay View  ,04-87,1.26679125,103.81064352835497
6521,6522,THE FLORAVALE,240 Westwood Avenue  #07-45,1,114,Strata,855000.0,-,7500,697,15-JAN-2020,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648364,West Region,Jurong West,Singapore,Singapore,"240 Westwood Avenue  ,Singapore","240, Westwood Avenue, Westwood Park, Jurong West, Southwest, 648364, Singapore",240 Westwood Avenue  ,07-45,1.3505085000000001,103.69693308698687
6522,6523,NOUVEL 18,18 Anderson Road  #05-05,1,147,Strata,4888000.0,-,33252,3089,15-JAN-2020,Condominium,Freehold,2014,Resale,Private,10,25,259977,Central Region,Newton,Singapore,Singapore,"18 Anderson Road  ,Singapore","Anderson Road, Tanglin, Singapore, Central, 259978, Singapore",18 Anderson Road  ,05-05,1.3128812,103.8297521
6523,6524,JADESCAPE,16 Shunfu Road  #07-54,1,71,Strata,1280200.0,-,18031,1675,15-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan,Singapore,Singapore,"16 Shunfu Road  ,Singapore","Shunfu Road, Bishan, Singapore, Central, 573993, Singapore",16 Shunfu Road  ,07-54,1.3513304,103.8400318
6524,6525,GLENTREES,11B Mount Sinai Lane  #01-08,1,293,Strata,3500000.0,-,11945,1110,15-JAN-2020,Condominium,999 Yrs From 17/09/1885,2005,Resale,Private,10,27,277051,Central Region,Bukit Timah,Singapore,Singapore,"11B Mount Sinai Lane  ,Singapore","11B, Mount Sinai Lane, Glentrees, Bukit Timah, Northwest, 277051, Singapore",11B Mount Sinai Lane  ,01-08,1.3156994499999999,103.78454618635956
6525,6526,REFLECTIONS AT KEPPEL BAY,1 Keppel Bay View  #07-03,1,150,Strata,2877600.0,-,19184,1782,15-JAN-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,Private,4,9,98402,Central Region,Bukit Merah,Singapore,Singapore,"1 Keppel Bay View  ,Singapore","1, Keppel Bay View, Reflections At Keppel Bay, Bukit Merah, Singapore, Central, 098402, Singapore",1 Keppel Bay View  ,07-03,1.26811565,103.81437244392117
6526,6527,CARISSA PARK CONDOMINIUM,2 Flora Drive  #03-41,1,115,Strata,1125000.0,-,9783,909,15-JAN-2020,Condominium,Freehold,2001,Resale,Private,17,50,507025,East Region,Pasir Ris,Singapore,Singapore,"2 Flora Drive  ,Singapore","Flora Drive, Changi, Southeast, 520361, Singapore",2 Flora Drive  ,03-41,1.3568495,103.9652071
6527,6528,MELVILLE PARK,24 Simei Street 1  #11-08,1,145,Strata,1112000.0,-,7669,712,15-JAN-2020,Condominium,99 Yrs From 01/09/1992,1996,Resale,Private,18,52,529946,East Region,Tampines,Singapore,Singapore,"24 Simei Street 1  ,Singapore","Simei Street 1, Tampines, Southeast, 520119, Singapore",24 Simei Street 1  ,11-08,1.3434277,103.951957
6528,6529,CITY SQUARE RESIDENCES,14 Kitchener Link  #29-29,1,113,Strata,1935000.0,-,17124,1591,15-JAN-2020,Condominium,Freehold,2008,Resale,Private,8,20,207223,Central Region,Kallang,Singapore,Singapore,"14 Kitchener Link  ,Singapore","Galleria Tower, 14, Kitchener Link, Kallang, Singapore, Central, 208538, Singapore",14 Kitchener Link  ,29-29,1.31063185,103.85706423085952
6529,6530,BLOSSOM RESIDENCES,34 Segar Road  #04-35,1,98,Strata,945000.0,-,9643,896,15-JAN-2020,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677723,West Region,Bukit Panjang,Singapore,Singapore,"34 Segar Road  ,Singapore","Segar Road, Bukit Panjang, Northwest, 677738, Singapore",34 Segar Road  ,04-35,1.3881418,103.7714606
