Age,Population,Year,District
　70～74, 953 ,1970 ,港南区
　75～79, 537 ,1970 ,港南区
　80～84, 250 ,1970 ,港南区
　85～89, 88 ,1970 ,港南区
　90～94, 16 ,1970 ,港南区
　95～99, 2 ,1970 ,港南区
　100歳以上, - ,1970 ,港南区
　０～４歳," 17,959 ",1975 ,港南区
　５～９," 14,462 ",1975 ,港南区
　10～14," 10,740 ",1975 ,港南区
　15～19," 8,318 ",1975 ,港南区
　20～24," 11,562 ",1975 ,港南区
　25～29," 17,889 ",1975 ,港南区
　30～34," 17,277 ",1975 ,港南区
　35～39," 14,570 ",1975 ,港南区
　40～44," 11,891 ",1975 ,港南区
　45～49," 8,565 ",1975 ,港南区
　50～54," 5,498 ",1975 ,港南区
　55～59," 4,049 ",1975 ,港南区
　60～64," 3,350 ",1975 ,港南区
　65～69," 2,309 ",1975 ,港南区
　70～74," 1,573 ",1975 ,港南区
　75～79, 932 ,1975 ,港南区
　80～84, 463 ,1975 ,港南区
　85～89, 145 ,1975 ,港南区
　90～94, 34 ,1975 ,港南区
　95～99, 4 ,1975 ,港南区
　100歳以上, - ,1975 ,港南区
　０～４歳," 15,377 ",1980 ,港南区
　５～９," 19,184 ",1980 ,港南区
　10～14," 16,173 ",1980 ,港南区
　15～19," 12,895 ",1980 ,港南区
　20～24," 10,803 ",1980 ,港南区
　25～29," 14,500 ",1980 ,港南区
　30～34," 20,495 ",1980 ,港南区
　35～39," 18,900 ",1980 ,港南区
　40～44," 16,265 ",1980 ,港南区
　45～49," 13,395 ",1980 ,港南区
　50～54," 9,397 ",1980 ,港南区
　55～59," 5,794 ",1980 ,港南区
　60～64," 4,186 ",1980 ,港南区
　65～69," 3,449 ",1980 ,港南区
　70～74," 2,259 ",1980 ,港南区
　75～79," 1,452 ",1980 ,港南区
　80～84, 737 ,1980 ,港南区
　85～89, 263 ,1980 ,港南区
　90～94, 61 ,1980 ,港南区
　95～99, 6 ,1980 ,港南区
　100歳以上, - ,1980 ,港南区
　０～４歳," 13,714 ",1985 ,港南区
　５～９," 15,030 ",1985 ,港南区
　10～14," 19,059 ",1985 ,港南区
　15～19," 16,923 ",1985 ,港南区
　20～24," 15,164 ",1985 ,港南区
　25～29," 14,133 ",1985 ,港南区
　30～34," 16,806 ",1985 ,港南区
　35～39," 20,768 ",1985 ,港南区
　40～44," 18,866 ",1985 ,港南区
　45～49," 16,315 ",1985 ,港南区
　50～54," 13,501 ",1985 ,港南区
　55～59," 9,597 ",1985 ,港南区
　60～64," 5,879 ",1985 ,港南区
　65～69," 4,148 ",1985 ,港南区
　70～74," 3,252 ",1985 ,港南区
　75～79," 2,069 ",1985 ,港南区
　80～84," 1,119 ",1985 ,港南区
　85～89, 440 ,1985 ,港南区
　90～94, 107 ,1985 ,港南区
　95～99, 22 ,1985 ,港南区
　100歳以上, - ,1985 ,港南区
　０～４歳,"12,455",1990 ,港南区
　５～９,"13,680",1990 ,港南区
　10～14,"15,115",1990 ,港南区
　15～19,"19,631",1990 ,港南区
　20～24,"18,289",1990 ,港南区
　25～29,"17,146",1990 ,港南区
　30～34,"15,584",1990 ,港南区
　35～39,"17,198",1990 ,港南区
　40～44,"20,942",1990 ,港南区
　45～49,"18,976",1990 ,港南区
　50～54,"16,199",1990 ,港南区
　55～59,"13,443",1990 ,港南区
　60～64,"9,415",1990 ,港南区
　65～69,"5,685",1990 ,港南区
　70～74,"3,935",1990 ,港南区
　75～79,"2,900",1990 ,港南区
　80～84,"1,571",1990 ,港南区
　85～89,689,1990 ,港南区
　90～94,193,1990 ,港南区
　95～99,26,1990 ,港南区
　100歳以上,1,1990 ,港南区
　０～４歳,"10,767",1995 ,港南区
　５～９,"11,119",1995 ,港南区
　10～14,"12,641",1995 ,港南区
　15～19,"14,595",1995 ,港南区
　20～24,"19,279",1995 ,港南区
　25～29,"18,556",1995 ,港南区
　30～34,"16,889",1995 ,港南区
　35～39,"14,598",1995 ,港南区
　40～44,"16,127",1995 ,港南区
　45～49,"19,878",1995 ,港南区
　50～54,"18,107",1995 ,港南区
　55～59,"15,721",1995 ,港南区
　60～64,"12,877",1995 ,港南区
　65～69,"8,850",1995 ,港南区
　70～74,"5,217",1995 ,港南区
　75～79,"3,385",1995 ,港南区
　80～84,"2,284",1995 ,港南区
　85～89,"1,009",1995 ,港南区
　90～94,318,1995 ,港南区
　95～99,61,1995 ,港南区
　100歳以上,5,1995 ,港南区
　０～４歳,"10,469",2000,港南区
　５～９,"9,981",2000,港南区
　10～14,"10,759",2000,港南区
　15～19,"12,352",2000,港南区
　20～24,"13,957",2000,港南区
　25～29,"19,119",2000,港南区
　30～34,"18,455",2000,港南区
　35～39,"16,032",2000,港南区
　40～44,"13,786",2000,港南区
　45～49,"15,258",2000,港南区
　50～54,"18,886",2000,港南区
　55～59,"17,282",2000,港南区
　60～64,"14,949",2000,港南区
　65～69,"12,131",2000,港南区
　70～74,"8,267",2000,港南区
　75～79,"4,728",2000,港南区
　80～84,"2,773",2000,港南区
　85～89,"1,616",2000,港南区
　90～94,573,2000,港南区
　95～99,104,2000,港南区
　100歳以上,14,2000,港南区
　０～４歳,"9,567",2005 ,港南区
　５～９,"10,119",2005 ,港南区
　10～14,"9,803",2005 ,港南区
　15～19,"10,606",2005 ,港南区
　20～24,"12,201",2005 ,港南区
　25～29,"14,414",2005 ,港南区
　30～34,"18,802",2005 ,港南区
　35～39,"17,884",2005 ,港南区
　40～44,"15,786",2005 ,港南区
　45～49,"13,520",2005 ,港南区
　50～54,"14,690",2005 ,港南区
　55～59,"18,153",2005 ,港南区
　60～64,"16,361",2005 ,港南区
　65～69,"14,106",2005 ,港南区
　70～74,"11,093",2005 ,港南区
　75～79,"7,157",2005 ,港南区
　80～84,"3,822",2005 ,港南区
　85～89,"1,967",2005 ,港南区
　90～94,935,2005 ,港南区
　95～99,233,2005 ,港南区
　100歳以上,25,2005 ,港南区
　０～４歳,"8,834 ",2010,港南区
　５～９,"9,406 ",2010,港南区
　10～14,"10,160 ",2010,港南区
　15～19,"9,970 ",2010,港南区
　20～24,"10,718 ",2010,港南区
　25～29,"12,484",2010,港南区
　30～34,"14,450",2010,港南区
　35～39,"18,388",2010,港南区
　40～44,"17,637",2010,港南区
　45～49,"15,607",2010,港南区
　50～54,"13,084",2010,港南区
　55～59,"14,200",2010,港南区
　60～64,"17,307",2010,港南区
　65～69,"15,603",2010,港南区
　70～74,"13,193",2010,港南区
　75～79,"10,080 ",2010,港南区
　80～84,"5,942 ",2010,港南区
　85～89,"2,766 ",2010,港南区
　90～94,"1,155 ",2010,港南区
　95～99,344 ,2010,港南区
　100歳以上,49 ,2010,港南区
　０～４歳,"7,757 ",2015,港南区
　５～９,"8,593 ",2015,港南区
　10～14,"9,464 ",2015,港南区
　15～19,"10,229 ",2015,港南区
　20～24,"9,684 ",2015,港南区
　25～29,"10,136 ",2015,港南区
　30～34,"11,809 ",2015,港南区
　35～39,"13,826 ",2015,港南区
　40～44,"17,953 ",2015,港南区
　45～49,"17,203 ",2015,港南区
　50～54,"15,054 ",2015,港南区
　55～59,"12,561 ",2015,港南区
　60～64,"13,469 ",2015,港南区
　65～69,"16,428 ",2015,港南区
　70～74,"14,530 ",2015,港南区
　75～79,"11,896 ",2015,港南区
　80～84,"8,341 ",2015,港南区
　85～89,"4,194 ",2015,港南区
　90～94,"1,514 ",2015,港南区
　95～99,402 ,2015,港南区
　100歳以上,68 ,2015,港南区
　０～４歳," 9,659 ",1955 ,保土ケ谷区
　５～９," 11,411 ",1955 ,保土ケ谷区
　10～14," 9,676 ",1955 ,保土ケ谷区
　15～19," 8,913 ",1955 ,保土ケ谷区
　20～24," 10,005 ",1955 ,保土ケ谷区
　25～29," 9,832 ",1955 ,保土ケ谷区
　30～34," 7,774 ",1955 ,保土ケ谷区
　35～39," 5,933 ",1955 ,保土ケ谷区
　40～44," 5,459 ",1955 ,保土ケ谷区
　45～49," 4,484 ",1955 ,保土ケ谷区
　50～54," 3,980 ",1955 ,保土ケ谷区
　55～59," 3,264 ",1955 ,保土ケ谷区
　60～64," 2,416 ",1955 ,保土ケ谷区
　65～69," 1,824 ",1955 ,保土ケ谷区
　70～74," 1,140 ",1955 ,保土ケ谷区
　75～79, 694 ,1955 ,保土ケ谷区
　80～84, 276 ,1955 ,保土ケ谷区
　85～89, 67 ,1955 ,保土ケ谷区
　90～94, 12 ,1955 ,保土ケ谷区
　95～99, 1 ,1955 ,保土ケ谷区
　100歳以上, - ,1955 ,保土ケ谷区
　０～４歳," 13,983 ",1960 ,保土ケ谷区
　５～９," 12,807 ",1960 ,保土ケ谷区
　10～14," 14,206 ",1960 ,保土ケ谷区
　15～19," 13,599 ",1960 ,保土ケ谷区
　20～24," 13,466 ",1960 ,保土ケ谷区
　25～29," 16,064 ",1960 ,保土ケ谷区
　30～34," 15,392 ",1960 ,保土ケ谷区
　35～39," 10,733 ",1960 ,保土ケ谷区
　40～44," 7,613 ",1960 ,保土ケ谷区
　45～49," 6,670 ",1960 ,保土ケ谷区
　50～54," 5,360 ",1960 ,保土ケ谷区
　55～59," 4,605 ",1960 ,保土ケ谷区
　60～64," 3,556 ",1960 ,保土ケ谷区
　65～69," 2,522 ",1960 ,保土ケ谷区
　70～74," 1,701 ",1960 ,保土ケ谷区
　75～79, 929 ,1960 ,保土ケ谷区
　80～84, 448 ,1960 ,保土ケ谷区
　85～89, 131 ,1960 ,保土ケ谷区
　90～94, 17 ,1960 ,保土ケ谷区
　95～99, 2 ,1960 ,保土ケ谷区
　100歳以上, - ,1960 ,保土ケ谷区
　０～４歳," 23,487 ",1965 ,保土ケ谷区
　５～９," 17,854 ",1965 ,保土ケ谷区
　10～14," 15,590 ",1965 ,保土ケ谷区
　15～19," 21,381 ",1965 ,保土ケ谷区
　20～24," 23,271 ",1965 ,保土ケ谷区
　25～29," 24,558 ",1965 ,保土ケ谷区
　30～34," 25,080 ",1965 ,保土ケ谷区
　35～39," 20,384 ",1965 ,保土ケ谷区
　40～44," 13,522 ",1965 ,保土ケ谷区
　45～49," 9,411 ",1965 ,保土ケ谷区
　50～54," 8,294 ",1965 ,保土ケ谷区
　55～59," 6,574 ",1965 ,保土ケ谷区
　60～64," 5,163 ",1965 ,保土ケ谷区
　65～69," 3,657 ",1965 ,保土ケ谷区
　70～74," 2,436 ",1965 ,保土ケ谷区
　75～79," 1,475 ",1965 ,保土ケ谷区
　80～84, 630 ,1965 ,保土ケ谷区
　85～89, 219 ,1965 ,保土ケ谷区
　90～94, 47 ,1965 ,保土ケ谷区
　95～99, 3 ,1965 ,保土ケ谷区
　100歳以上, 2 ,1965 ,保土ケ谷区
　０～４歳," 17,275 ",1970 ,保土ケ谷区
　５～９," 14,293 ",1970 ,保土ケ谷区
　10～14," 10,675 ",1970 ,保土ケ谷区
　15～19," 12,050 ",1970 ,保土ケ谷区
　20～24," 17,638 ",1970 ,保土ケ谷区
　25～29," 18,285 ",1970 ,保土ケ谷区
　30～34," 17,126 ",1970 ,保土ケ谷区
　35～39," 15,530 ",1970 ,保土ケ谷区
　40～44," 12,328 ",1970 ,保土ケ谷区
　45～49," 8,383 ",1970 ,保土ケ谷区
　50～54," 6,087 ",1970 ,保土ケ谷区
　55～59," 5,260 ",1970 ,保土ケ谷区
　60～64," 4,234 ",1970 ,保土ケ谷区
　65～69," 3,273 ",1970 ,保土ケ谷区
　70～74," 2,168 ",1970 ,保土ケ谷区
　75～79," 1,291 ",1970 ,保土ケ谷区
　80～84, 616 ,1970 ,保土ケ谷区
　85～89, 197 ,1970 ,保土ケ谷区
　90～94, 54 ,1970 ,保土ケ谷区
　95～99, 3 ,1970 ,保土ケ谷区
　100歳以上, - ,1970 ,保土ケ谷区
　０～４歳," 16,583 ",1975 ,保土ケ谷区
　５～９," 15,473 ",1975 ,保土ケ谷区
　10～14," 13,156 ",1975 ,保土ケ谷区
　15～19," 11,288 ",1975 ,保土ケ谷区
　20～24," 14,610 ",1975 ,保土ケ谷区
　25～29," 19,186 ",1975 ,保土ケ谷区
　30～34," 17,140 ",1975 ,保土ケ谷区
　35～39," 15,483 ",1975 ,保土ケ谷区
　40～44," 14,195 ",1975 ,保土ケ谷区
　45～49," 11,547 ",1975 ,保土ケ谷区
　50～54," 8,061 ",1975 ,保土ケ谷区
　55～59," 5,758 ",1975 ,保土ケ谷区
　60～64," 5,035 ",1975 ,保土ケ谷区
　65～69," 3,846 ",1975 ,保土ケ谷区
　70～74," 2,827 ",1975 ,保土ケ谷区
　75～79," 1,678 ",1975 ,保土ケ谷区
　80～84, 794 ,1975 ,保土ケ谷区
　85～89, 307 ,1975 ,保土ケ谷区
　90～94, 55 ,1975 ,保土ケ谷区
　95～99, 6 ,1975 ,保土ケ谷区
　100歳以上, - ,1975 ,保土ケ谷区
　０～４歳," 12,784 ",1980 ,保土ケ谷区
　５～９," 14,921 ",1980 ,保土ケ谷区
　10～14," 14,310 ",1980 ,保土ケ谷区
　15～19," 13,157 ",1980 ,保土ケ谷区
　20～24," 12,875 ",1980 ,保土ケ谷区
　25～29," 14,707 ",1980 ,保土ケ谷区
　30～34," 18,027 ",1980 ,保土ケ谷区
　35～39," 15,615 ",1980 ,保土ケ谷区
　40～44," 14,237 ",1980 ,保土ケ谷区
　45～49," 13,385 ",1980 ,保土ケ谷区
　50～54," 10,963 ",1980 ,保土ケ谷区
　55～59," 7,640 ",1980 ,保土ケ谷区
　60～64," 5,383 ",1980 ,保土ケ谷区
　65～69," 4,615 ",1980 ,保土ケ谷区
　70～74," 3,322 ",1980 ,保土ケ谷区
　75～79," 2,203 ",1980 ,保土ケ谷区
　80～84," 1,089 ",1980 ,保土ケ谷区
　85～89, 402 ,1980 ,保土ケ谷区
　90～94, 94 ,1980 ,保土ケ谷区
　95～99, 7 ,1980 ,保土ケ谷区
　100歳以上, - ,1980 ,保土ケ谷区
　０～４歳," 10,625 ",1985 ,保土ケ谷区
　５～９," 11,737 ",1985 ,保土ケ谷区
　10～14," 14,273 ",1985 ,保土ケ谷区
　15～19," 14,616 ",1985 ,保土ケ谷区
　20～24," 15,369 ",1985 ,保土ケ谷区
　25～29," 13,133 ",1985 ,保土ケ谷区
　30～34," 14,212 ",1985 ,保土ケ谷区
　35～39," 16,736 ",1985 ,保土ケ谷区
　40～44," 14,793 ",1985 ,保土ケ谷区
　45～49," 13,735 ",1985 ,保土ケ谷区
　50～54," 12,767 ",1985 ,保土ケ谷区
　55～59," 10,388 ",1985 ,保土ケ谷区
　60～64," 7,238 ",1985 ,保土ケ谷区
　65～69," 5,051 ",1985 ,保土ケ谷区
　70～74," 4,141 ",1985 ,保土ケ谷区
　75～79," 2,693 ",1985 ,保土ケ谷区
　80～84," 1,523 ",1985 ,保土ケ谷区
　85～89, 635 ,1985 ,保土ケ谷区
　90～94, 159 ,1985 ,保土ケ谷区
　95～99, 24 ,1985 ,保土ケ谷区
　100歳以上, 1 ,1985 ,保土ケ谷区
　０～４歳,"9,930",1990 ,保土ケ谷区
　５～９,"10,496",1990 ,保土ケ谷区
　10～14,"11,683",1990 ,保土ケ谷区
　15～19,"15,305",1990 ,保土ケ谷区
　20～24,"17,771",1990 ,保土ケ谷区
　25～29,"15,645",1990 ,保土ケ谷区
　30～34,"13,704",1990 ,保土ケ谷区
　35～39,"14,225",1990 ,保土ケ谷区
　40～44,"16,831",1990 ,保土ケ谷区
　45～49,"14,808",1990 ,保土ケ谷区
　50～54,"13,643",1990 ,保土ケ谷区
　55～59,"12,629",1990 ,保土ケ谷区
　60～64,"10,089",1990 ,保土ケ谷区
　65～69,"6,827",1990 ,保土ケ谷区
　70～74,"4,607",1990 ,保土ケ谷区
　75～79,"3,480",1990 ,保土ケ谷区
　80～84,"1,972",1990 ,保土ケ谷区
　85～89,889,1990 ,保土ケ谷区
　90～94,236,1990 ,保土ケ谷区
　95～99,45,1990 ,保土ケ谷区
　100歳以上,2,1990 ,保土ケ谷区
　０～４歳,"9,026",1995 ,保土ケ谷区
　５～９,"9,314",1995 ,保土ケ谷区
　10～14,"10,164",1995 ,保土ケ谷区
　15～19,"12,632",1995 ,保土ケ谷区
　20～24,"17,826",1995 ,保土ケ谷区
　25～29,"16,142",1995 ,保土ケ谷区
　30～34,"15,252",1995 ,保土ケ谷区
　35～39,"13,026",1995 ,保土ケ谷区
　40～44,"13,721",1995 ,保土ケ谷区
　45～49,"16,541",1995 ,保土ケ谷区
　50～54,"14,468",1995 ,保土ケ谷区
　55～59,"13,391",1995 ,保土ケ谷区
　60～64,"11,908",1995 ,保土ケ谷区
　65～69,"9,362",1995 ,保土ケ谷区
　70～74,"6,229",1995 ,保土ケ谷区
　75～79,"3,952",1995 ,保土ケ谷区
　80～84,"2,677",1995 ,保土ケ谷区
　85～89,"1,243",1995 ,保土ケ谷区
　90～94,390,1995 ,保土ケ谷区
　95～99,67,1995 ,保土ケ谷区
　100歳以上,4,1995 ,保土ケ谷区
　０～４歳,"9,069",2000,保土ケ谷区
　５～９,"8,933",2000,保土ケ谷区
　10～14,"9,141",2000,保土ケ谷区
　15～19,"11,163",2000,保土ケ谷区
　20～24,"15,559",2000,保土ケ谷区
　25～29,"16,447",2000,保土ケ谷区
　30～34,"16,176",2000,保土ケ谷区
　35～39,"15,137",2000,保土ケ谷区
　40～44,"12,809",2000,保土ケ谷区
　45～49,"13,253",2000,保土ケ谷区
　50～54,"16,024",2000,保土ケ谷区
　55～59,"14,054",2000,保土ケ谷区
　60～64,"12,709",2000,保土ケ谷区
　65～69,"11,179",2000,保土ケ谷区
　70～74,"8,553",2000,保土ケ谷区
　75～79,"5,531",2000,保土ケ谷区
　80～84,"3,208",2000,保土ケ谷区
　85～89,"1,773",2000,保土ケ谷区
　90～94,632,2000,保土ケ谷区
　95～99,132,2000,保土ケ谷区
　100歳以上,16,2000,保土ケ谷区
　０～４歳,"8,105",2005 ,保土ケ谷区
　５～９,"9,092",2005 ,保土ケ谷区
　10～14,"8,971",2005 ,保土ケ谷区
　15～19,"10,083",2005 ,保土ケ谷区
　20～24,"13,561",2005 ,保土ケ谷区
　25～29,"13,180",2005 ,保土ケ谷区
　30～34,"15,874",2005 ,保土ケ谷区
　35～39,"15,958",2005 ,保土ケ谷区
　40～44,"14,833",2005 ,保土ケ谷区
　45～49,"12,335",2005 ,保土ケ谷区
　50～54,"12,918",2005 ,保土ケ谷区
　55～59,"15,606",2005 ,保土ケ谷区
　60～64,"13,586",2005 ,保土ケ谷区
　65～69,"12,311",2005 ,保土ケ谷区
　70～74,"10,466",2005 ,保土ケ谷区
　75～79,"7,707",2005 ,保土ケ谷区
　80～84,"4,574",2005 ,保土ケ谷区
　85～89,"2,191",2005 ,保土ケ谷区
　90～94,"1,039",2005 ,保土ケ谷区
　95～99,279,2005 ,保土ケ谷区
　100歳以上,38,2005 ,保土ケ谷区
　０～４歳,"7,602 ",2010,保土ケ谷区
　５～９,"8,325 ",2010,保土ケ谷区
　10～14,"9,199 ",2010,保土ケ谷区
　15～19,"9,919 ",2010,保土ケ谷区
　20～24,"12,454 ",2010,保土ケ谷区
　25～29,"11,894 ",2010,保土ケ谷区
　30～34,"13,522 ",2010,保土ケ谷区
　35～39,"16,313 ",2010,保土ケ谷区
　40～44,"16,154 ",2010,保土ケ谷区
　45～49,"14,632 ",2010,保土ケ谷区
　50～54,"12,102 ",2010,保土ケ谷区
　55～59,"12,721 ",2010,保土ケ谷区
　60～64,"15,033 ",2010,保土ケ谷区
　65～69,"13,032 ",2010,保土ケ谷区
　70～74,"11,530 ",2010,保土ケ谷区
　75～79,"9,479 ",2010,保土ケ谷区
　80～84,"6,420 ",2010,保土ケ谷区
　85～89,"3,350 ",2010,保土ケ谷区
　90～94,"1,350 ",2010,保土ケ谷区
　95～99,427 ,2010,保土ケ谷区
　100歳以上,68 ,2010,保土ケ谷区
　０～４歳,"7,161 ",2015,保土ケ谷区
　５～９,"7,675 ",2015,保土ケ谷区
　10～14,"8,378 ",2015,保土ケ谷区
　15～19,"10,015 ",2015,保土ケ谷区
　20～24,"11,989 ",2015,保土ケ谷区
　25～29,"10,839 ",2015,保土ケ谷区
　30～34,"11,900 ",2015,保土ケ谷区
　35～39,"13,622 ",2015,保土ケ谷区
　40～44,"16,230 ",2015,保土ケ谷区
　45～49,"15,893 ",2015,保土ケ谷区
　50～54,"14,363 ",2015,保土ケ谷区
　55～59,"11,881 ",2015,保土ケ谷区
　60～64,"12,138 ",2015,保土ケ谷区
　65～69,"14,294 ",2015,保土ケ谷区
　70～74,"12,137 ",2015,保土ケ谷区
　75～79,"10,360 ",2015,保土ケ谷区
　80～84,"7,987 ",2015,保土ケ谷区
　85～89,"4,623 ",2015,保土ケ谷区
　90～94,"1,898 ",2015,保土ケ谷区
　95～99,473 ,2015,保土ケ谷区
　100歳以上,109 ,2015,保土ケ谷区
　０～４歳,,1955 ,旭区
　５～９,,1955 ,旭区
　10～14,,1955 ,旭区
　15～19,,1955 ,旭区
　20～24,,1955 ,旭区
　25～29,,1955 ,旭区
　30～34,,1955 ,旭区
　35～39,,1955 ,旭区
　40～44,,1955 ,旭区
　45～49,,1955 ,旭区
　50～54,,1955 ,旭区
　55～59,,1955 ,旭区
　60～64,,1955 ,旭区
　65～69,,1955 ,旭区
　70～74,,1955 ,旭区
　75～79,,1955 ,旭区
　80～84,,1955 ,旭区
　85～89,,1955 ,旭区
　90～94,,1955 ,旭区
　95～99,,1955 ,旭区
　100歳以上,,1955 ,旭区
　０～４歳,,1960 ,旭区
　５～９,,1960 ,旭区
　10～14,,1960 ,旭区
　15～19,,1960 ,旭区
　20～24,,1960 ,旭区
　25～29,,1960 ,旭区
　30～34,,1960 ,旭区
　35～39,,1960 ,旭区
　40～44,,1960 ,旭区
　45～49,,1960 ,旭区
　50～54,,1960 ,旭区
　55～59,,1960 ,旭区
　60～64,,1960 ,旭区
　65～69,,1960 ,旭区
　70～74,,1960 ,旭区
　75～79,,1960 ,旭区
　80～84,,1960 ,旭区
　85～89,,1960 ,旭区
　90～94,,1960 ,旭区
　95～99,,1960 ,旭区
　100歳以上,,1960 ,旭区
　０～４歳,,1965 ,旭区
　５～９,,1965 ,旭区
　10～14,,1965 ,旭区
