Age,Population,Year,District
　10～14,"6,189 ",2015,瀬谷区
　15～19,"6,469 ",2015,瀬谷区
　20～24,"5,894 ",2015,瀬谷区
　25～29,"5,828 ",2015,瀬谷区
　30～34,"6,618 ",2015,瀬谷区
　35～39,"7,926 ",2015,瀬谷区
　40～44,"10,592 ",2015,瀬谷区
　45～49,"9,731 ",2015,瀬谷区
　50～54,"7,967 ",2015,瀬谷区
　55～59,"6,520 ",2015,瀬谷区
　60～64,"7,107 ",2015,瀬谷区
　65～69,"8,782 ",2015,瀬谷区
　70～74,"8,085 ",2015,瀬谷区
　75～79,"6,877 ",2015,瀬谷区
　80～84,"4,993 ",2015,瀬谷区
　85～89,"2,820 ",2015,瀬谷区
　90～94,"1,061 ",2015,瀬谷区
　95～99,297 ,2015,瀬谷区
　100歳以上,57 ,2015,瀬谷区
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
